3640.04785156	6.13101e-16
3645.56578016	6.45639e-16
3651.08370876	6.78015e-16
3656.60163736	7.06961e-16
3662.11956596	7.27423e-16
3667.63749456	6.66511e-16
3673.15542316	6.79416e-16
3678.67335176	7.01541e-16
3684.19128036	7.27782e-16
3689.70920897	7.14857e-16
3695.22713757	6.85262e-16
3700.74506617	7.00817e-16
3706.26299477	6.98965e-16
3711.78092337	6.92282e-16
3717.29885197	7.50542e-16
3722.81678057	6.99892e-16
3728.33470917	7.4324e-16
3733.85263777	6.82799e-16
3739.37056637	6.85513e-16
3744.88849497	7.1621e-16
3750.40642357	7.49533e-16
3755.92435217	8.21223e-16
3761.44228077	8.43679e-16
3766.96020937	8.17835e-16
3772.47813797	7.97081e-16
3777.99606657	7.15993e-16
3783.51399517	6.8725e-16
3789.03192377	7.17677e-16
3794.54985237	7.73732e-16
3800.06778097	7.35649e-16
3805.58570957	7.32995e-16
3811.10363817	7.50366e-16
3816.62156677	8.33464e-16
3822.13949537	8.70542e-16
3827.65742397	7.79552e-16
3833.17535257	8.12229e-16
3838.69328117	7.61053e-16
3844.21120977	8.34098e-16
3849.72913837	8.87525e-16
3855.24706697	8.95264e-16
3860.76499557	8.35506e-16
3866.28292418	7.46724e-16
3871.80085278	7.1988e-16
3877.31878138	7.12304e-16
3882.83670998	7.70209e-16
3888.35463858	8.44949e-16
3893.87256718	8.67713e-16
3899.39049578	9.01215e-16
3904.90842438	9.0468e-16
3910.42635298	8.94176e-16
3915.94428158	8.64162e-16
3921.46221018	8.38613e-16
3926.98013878	7.74764e-16
3932.49806738	8.19906e-16
3938.01599598	8.22213e-16
3943.53392458	8.54308e-16
3949.05185318	9.13441e-16
3954.56978178	9.05765e-16
3960.08771038	9.60337e-16
3965.60563898	8.9106e-16
3971.12356758	8.33781e-16
3976.64149618	8.15732e-16
3982.15942478	8.1259e-16
3987.67735338	8.59331e-16
3993.19528198	9.12584e-16
3998.71321058	 8.764e-16
4004.23113918	8.5402e-16
4009.74906778	7.67628e-16
4015.26699638	7.50294e-16
4020.78492498	7.94978e-16
4026.30285358	9.11433e-16
4031.82078218	9.85356e-16
4037.33871078	1.0475e-15
4042.85663939	1.02954e-15
4048.37456799	1.03733e-15
4053.89249659	1.0774e-15
4059.41042519	1.08793e-15
4064.92835379	1.11732e-15
4070.44628239	1.0904e-15
4075.96421099	1.0675e-15
4081.48213959	1.04362e-15
4087.00006819	1.07719e-15
4092.51799679	1.08087e-15
4098.03592539	1.0696e-15
4103.55385399	1.05065e-15
4109.07178259	1.03268e-15
4114.58971119	1.03608e-15
4120.10763979	1.03416e-15
4125.62556839	1.04141e-15
4131.14349699	1.03918e-15
4136.66142559	9.92783e-16
4142.17935419	9.25706e-16
4147.69728279	9.25245e-16
4153.21521139	9.22341e-16
4158.73313999	9.56655e-16
4164.25106859	1.00975e-15
4169.76899719	1.0424e-15
4175.28692579	1.04346e-15
4180.80485439	1.04434e-15
4186.32278299	1.05178e-15
4191.84071159	1.0463e-15
4197.35864019	1.02538e-15
4202.87656879	1.04981e-15
4208.39449739	1.06352e-15
4213.91242599	1.05899e-15
4219.4303546	1.06201e-15
4224.9482832	1.03482e-15
4230.4662118	1.02772e-15
4235.9841404	1.05292e-15
4241.502069	1.03613e-15
4247.0199976	1.02417e-15
4252.5379262	1.05545e-15
4258.0558548	1.07226e-15
4263.5737834	1.08646e-15
4269.091712	1.06974e-15
4274.6096406	1.06537e-15
4280.1275692	1.02212e-15
4285.6454978	1.01854e-15
4291.1634264	1.0611e-15
4296.681355	1.06516e-15
4302.1992836	1.05986e-15
4307.7172122	1.0697e-15
4313.2351408	1.06401e-15
4318.7530694	1.04998e-15
4324.270998	1.04493e-15
4329.7889266	1.06993e-15
4335.3068552	1.02216e-15
4340.8247838	9.96189e-16
4346.3427124	9.85073e-16
4351.860641	9.47478e-16
4357.3785696	9.3863e-16
4362.8964982	9.77399e-16
4368.4144268	1.01305e-15
4373.9323554	1.03656e-15
4379.450284	1.01557e-15
4384.9682126	1.0087e-15
4390.4861412	1.01373e-15
4396.00406981	1.0337e-15
4401.52199841	1.02909e-15
4407.03992701	1.07467e-15
4412.55785561	  1.08e-15
4418.07578421	1.11138e-15
4423.59371281	1.09213e-15
4429.11164141	 1.071e-15
4434.62957001	1.06237e-15
4440.14749861	1.06432e-15
4445.66542721	1.04496e-15
4451.18335581	1.10169e-15
4456.70128441	1.07674e-15
4462.21921301	1.0941e-15
4467.73714161	1.10525e-15
4473.25507021	1.14319e-15
4478.77299881	1.14765e-15
4484.29092741	1.11673e-15
4489.80885601	1.11416e-15
4495.32678461	1.11292e-15
4500.84471321	1.14081e-15
4506.36264181	1.13652e-15
4511.88057041	1.08581e-15
4517.39849901	1.10278e-15
4522.91642761	1.13327e-15
4528.43435621	1.14999e-15
4533.95228481	1.15339e-15
4539.47021341	1.13216e-15
4544.98814201	1.14932e-15
4550.50607061	1.19818e-15
4556.02399921	1.2073e-15
4561.54192781	1.20754e-15
4567.05985641	1.20399e-15
4572.57778502	1.17073e-15
4578.09571362	1.17927e-15
4583.61364222	1.14537e-15
4589.13157082	1.13617e-15
4594.64949942	1.13356e-15
4600.16742802	 1.161e-15
4605.68535662	1.16725e-15
4611.20328522	1.16691e-15
4616.72121382	1.2016e-15
4622.23914242	1.20204e-15
4627.75707102	1.16599e-15
4633.27499962	1.15093e-15
4638.79292822	1.1758e-15
4644.31085682	1.19365e-15
4649.82878542	1.19873e-15
4655.34671402	1.19999e-15
4660.86464262	1.20315e-15
4666.38257122	1.21748e-15
4671.90049982	1.24359e-15
4677.41842842	1.22769e-15
4682.93635702	1.23424e-15
4688.45428562	1.21309e-15
4693.97221422	1.18529e-15
4699.49014282	1.16125e-15
4705.00807142	1.17008e-15
4710.52600002	1.16529e-15
4716.04392862	1.16512e-15
4721.56185722	1.17303e-15
4727.07978582	1.15003e-15
4732.59771442	1.17471e-15
4738.11564302	1.20954e-15
4743.63357162	1.20642e-15
4749.15150023	1.18438e-15
4754.66942883	1.15181e-15
4760.18735743	1.15974e-15
4765.70528603	1.1764e-15
4771.22321463	1.22105e-15
4776.74114323	1.22498e-15
4782.25907183	1.21544e-15
4787.77700043	1.19329e-15
4793.29492903	1.22424e-15
4798.81285763	1.22774e-15
4804.33078623	1.23563e-15
4809.84871483	1.23896e-15
4815.36664343	1.19439e-15
4820.88457203	1.18202e-15
4826.40250063	1.24055e-15
4831.92042923	1.22272e-15
4837.43835783	1.24151e-15
4842.95628643	1.22388e-15
4848.47421503	1.23342e-15
4853.99214363	1.2274e-15
4859.51007223	1.23546e-15
4865.02800083	1.22139e-15
4870.54592943	1.23045e-15
4876.06385803	1.2167e-15
4881.58178663	1.21362e-15
4887.09971523	1.18965e-15
4892.61764383	1.21534e-15
4898.13557243	1.1929e-15
4903.65350103	1.19148e-15
4909.17142963	1.26691e-15
4914.68935823	1.32654e-15
4920.20728683	1.33124e-15
4925.72521544	1.27608e-15
4931.24314404	1.12484e-15
4936.76107264	1.11639e-15
4942.27900124	1.16127e-15
4947.79692984	1.17254e-15
4953.31485844	1.18673e-15
4958.83278704	1.21154e-15
4964.35071564	1.22092e-15
4969.86864424	1.19758e-15
4975.38657284	1.16714e-15
4980.90450144	1.1811e-15
4986.42243004	1.17406e-15
4991.94035864	1.22423e-15
4997.45828724	1.23117e-15
5002.97621584	1.23228e-15
5008.49414444	1.24708e-15
5014.01207304	1.23463e-15
5019.53000164	1.20218e-15
5025.04793024	1.25929e-15
5030.56585884	1.20618e-15
5036.08378744	1.19333e-15
5041.60171604	1.19336e-15
5047.11964464	1.20094e-15
5052.63757324	1.17757e-15
5058.15550184	1.23265e-15
5063.67343044	1.18867e-15
5069.19135904	1.17435e-15
5074.70928764	1.16331e-15
5080.22721624	1.17281e-15
5085.74514484	1.16246e-15
5091.26307344	1.1696e-15
5096.78100204	1.18444e-15
5102.29893064	1.16497e-15
5107.81685925	1.22017e-15
5113.33478785	1.23662e-15
5118.85271645	1.21065e-15
5124.37064505	1.22268e-15
5129.88857365	1.21265e-15
5135.40650225	1.18372e-15
5140.92443085	1.19086e-15
5146.44235945	1.21719e-15
5151.96028805	1.1901e-15
5157.47821665	 1.195e-15
5162.99614525	1.21301e-15
5168.51407385	1.20698e-15
5174.03200245	1.1928e-15
5179.54993105	1.22138e-15
5185.06785965	1.19933e-15
5190.58578825	1.16726e-15
5196.10371685	1.19042e-15
5201.62164545	1.16167e-15
5207.13957405	1.16752e-15
5212.65750265	1.17239e-15
5218.17543125	1.12385e-15
5223.69335985	1.10978e-15
5229.21128845	1.07813e-15
5234.72921705	1.06564e-15
5240.24714565	1.10617e-15
5245.76507425	1.12896e-15
5251.28300285	1.15839e-15
5256.80093145	1.16864e-15
5262.31886005	1.18806e-15
5267.83678865	1.18614e-15
5273.35471725	1.19345e-15
5278.87264585	1.18587e-15
5284.39057446	1.19768e-15
5289.90850306	1.17816e-15
5295.42643166	1.18763e-15
5300.94436026	1.21439e-15
5306.46228886	1.20541e-15
5311.98021746	1.23503e-15
5317.49814606	1.17415e-15
5323.01607466	 1.156e-15
5328.53400326	1.15666e-15
5334.05193186	1.17501e-15
5339.56986046	1.18861e-15
5345.08778906	1.2323e-15
5350.60571766	1.22749e-15
5356.12364626	1.23463e-15
5361.64157486	1.27081e-15
5367.15950346	1.25704e-15
5372.67743206	1.26633e-15
5378.19536066	1.26927e-15
5383.71328926	1.23891e-15
5389.23121786	1.24484e-15
5394.74914646	1.24604e-15
5400.26707506	1.25963e-15
5405.78500366	1.2817e-15
5411.30293226	1.29551e-15
5416.82086086	1.30831e-15
5422.33878946	1.30036e-15
5427.85671806	1.26465e-15
5433.37464666	1.2526e-15
5438.89257526	1.26194e-15
5444.41050386	1.29218e-15
5449.92843246	1.25326e-15
5455.44636106	1.26485e-15
5460.96428967	1.23439e-15
5466.48221827	1.22364e-15
5472.00014687	1.2354e-15
5477.51807547	1.25145e-15
5483.03600407	1.24669e-15
